r,amp_w,tw,tp_w,phase_w,vert_w,acre,cw, qw, qe,ce, qd,amp_s,ts,tp_s,phase_s,vert_s, qs, tal,exp, mal,i,crop,r_var,water_energy_util_var,dem_var,supp_var,diff_sup_dem_var,tal_var,exp_var,mal_var, qs_stddev
67797.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.69594623,0.06000000,27394.00000000,9.00000000,201.44000000,979.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1060.14606578,5135.00925466,491.00000000,351.88420119,1.00000000,1.00000000,0.00001475,47521.69998089,0.00102145,0.00094327,6241.00000000,0.00019474,0.00203666,0.00284184,318.04381973
64812.38087408,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,32873.00000000,7.86126077,201.44000000,834.84996999,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,810.34006628,7565.61610845,182.23708825,436.00000000,1.00000000,1.00000000,0.00001543,125920.40038220,0.00119782,0.00123405,4244.52641011,0.00013218,0.00548736,0.00229358,243.10201988
63883.94959350,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.53884879,0.06000000,34103.00000000,5.00000000,201.44000000,792.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,720.25026221,17061.00000000,392.62509617,69.09233248,1.00000000,1.00000000,0.00001565,121839.92318726,0.00126263,0.00138841,11664.00000000,0.00005861,0.00254696,0.01447339,216.07507866
69068.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.09962822,0.06000000,30855.00000000,7.00000000,201.44000000,1011.47528833,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,912.64762873,17719.56892306,61.00000000,240.50159400,1.00000000,1.00000000,0.00001448,5850.75567560,0.00098865,0.00109571,12426.73990741,0.00005643,0.01639344,0.00415798,273.79428862
56311.37809812,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.71690469,0.06000000,35936.00000000,9.00000000,201.44000000,994.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,954.00000000,16897.07752092,77.55834323,72.00000000,1.00000000,1.00000000,0.00001776,117236.39945890,0.00100604,0.00104822,8836.00000000,0.00005918,0.01289352,0.01388889,286.20000000
48129.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,28388.00000000,9.24686187,201.44000000,969.38190100,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,780.81085416,9062.00000000,157.01599395,227.74958044,1.00000000,1.00000000,0.00002078,208203.80180654,0.00103159,0.00128072,4813.84818579,0.00011035,0.00636878,0.00439079,234.24325625
53443.48649425,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.17678670,0.06000000,29117.00000000,8.00000000,201.44000000,1000.85610490,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,927.43556748,12798.71236210,85.00000000,106.00000000,1.00000000,1.00000000,0.00001871,11247.97531079,0.00099914,0.00107824,10171.95389541,0.00007813,0.01176471,0.00943396,278.23067025
66713.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.57941136,0.06000000,28013.00000000,9.77282411,201.44000000,1009.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,986.07220360,12692.02454088,166.81037229,162.53007524,1.00000000,1.00000000,0.00001499,41569.02469828,0.00099108,0.00101412,11881.00000000,0.00007879,0.00599483,0.00615271,295.82166108
50487.54221237,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.29443232,0.06000000,17943.00000000,8.31927621,201.44000000,933.61987095,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,870.25042026,15071.58100329,137.00000000,412.00000000,1.00000000,1.00000000,0.00001981,149450.49453804,0.00107110,0.00114909,1130.29572270,0.00006635,0.00729927,0.00242718,261.07512608
62064.98548023,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.15983942,0.06000000,23310.00000000,6.00000000,201.44000000,752.96050987,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,854.00000000,17483.75044774,298.00000000,458.00000000,1.00000000,1.00000000,0.00001611,8557.47095566,0.00132809,0.00117096,21620.61165746,0.00005720,0.00335570,0.00218341,256.20000000
50242.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.12607468,0.06000000,33358.00000000,6.34541896,201.44000000,884.10290051,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,924.28890460,16292.00000000,142.83902548,184.49087426,1.00000000,1.00000000,0.00001990,62346.79796010,0.00113109,0.00108191,252.71777230,0.00006138,0.00700089,0.00542032,277.28667138
68043.88777357,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.36945230,0.06000000,24511.00000000,9.75061989,201.44000000,954.43070381,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,812.32258399,11233.11279271,215.00000000,134.75238825,1.00000000,1.00000000,0.00001470,98115.36480081,0.00104775,0.00123104,2962.70151726,0.00008902,0.00465116,0.00742102,243.69677520
49154.20264744,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.72134374,0.06000000,31114.00000000,8.00000000,201.44000000,891.51523034,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,940.71554069,17014.73330787,191.76718556,84.00000000,1.00000000,1.00000000,0.00002034,45895.17584960,0.00112169,0.00106302,71.99131625,0.00005877,0.00521466,0.01190476,282.21466221
63776.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.96199650,0.06000000,24821.00000000,5.51307148,201.44000000,776.49187153,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,827.09346972,9400.42486316,220.00000000,232.09020629,1.00000000,1.00000000,0.00001568,48953.12782841,0.00128784,0.00120905,15254.25779701,0.00010638,0.00454545,0.00430867,248.12804092
48739.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.10354103,0.06000000,21735.00000000,5.37237163,201.44000000,804.79911842,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1039.90995799,17600.00000000,414.35346461,473.79160385,1.00000000,1.00000000,0.00002052,55291.56641905,0.00124255,0.00096162,9063.20785346,0.00005682,0.00241340,0.00211063,311.97298740
63860.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.88268733,0.06000000,26193.00000000,6.00000000,201.44000000,903.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,925.00000000,6929.55651049,201.11718757,202.00000000,1.00000000,1.00000000,0.00001566,100795.17170770,0.00110742,0.00108108,9.00000000,0.00014431,0.00497223,0.00495050,277.50000000
59090.42440571,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.34843638,0.06000000,34619.00000000,7.89159640,201.44000000,877.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,812.59146949,11617.58174054,442.00000000,139.44974550,1.00000000,1.00000000,0.00001692,148200.10011758,0.00114025,0.00123063,529.00000000,0.00008608,0.00226244,0.00717104,243.77744085
68702.86133171,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.95037968,0.06000000,32794.00000000,6.08371729,201.44000000,926.11412984,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,897.98766662,10594.47418744,270.00000000,250.84537986,1.00000000,1.00000000,0.00001456,159275.91237549,0.00107978,0.00111360,681.94777716,0.00009439,0.00370370,0.00398652,269.39629999
47715.47711687,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.77193692,0.06000000,22289.00000000,6.00000000,201.44000000,753.02798331,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,792.66464560,7402.00000000,298.56927486,244.05796663,1.00000000,1.00000000,0.00002096,94865.82437442,0.00132797,0.00126157,21600.77369025,0.00013510,0.00334931,0.00409739,237.79939368
54958.21506785,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.79271265,0.06000000,21239.00000000,9.00000000,201.44000000,1037.12347360,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,919.20358979,8044.97056084,313.00000000,72.00000000,1.00000000,1.00000000,0.00001820,122412.83817665,0.00096421,0.00108790,18802.84701158,0.00012430,0.00319489,0.01388889,275.76107694
56810.91940495,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,32103.00000000,8.00000000,201.44000000,799.25328684,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1024.00000000,11063.00000000,429.94168251,167.44146355,1.00000000,1.00000000,0.00001760,127249.11381079,0.00125117,0.00097656,10149.90021205,0.00009039,0.00232590,0.00597224,307.20000000
57649.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.43267110,0.06000000,23949.00000000,9.36312881,201.44000000,898.13546074,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,809.80769729,19724.00000000,374.00000000,269.35861219,1.00000000,1.00000000,0.00001735,30253.89263037,0.00111342,0.00123486,3.47650665,0.00005070,0.00267380,0.00371252,242.94230919
57253.21884442,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.79385037,0.06000000,28659.00000000,9.59744040,201.44000000,1009.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,897.87433469,10170.00000000,200.00000000,266.00000000,1.00000000,1.00000000,0.00001747,127306.40273404,0.00099108,0.00111374,11881.00000000,0.00009833,0.00500000,0.00375940,269.36230041
54505.68798511,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.53317701,0.06000000,24222.00000000,9.26458064,201.44000000,728.03618548,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1009.22214359,6283.00000000,401.78591800,295.00000000,1.00000000,1.00000000,0.00001835,176007.74402752,0.00137356,0.00099086,29571.55350528,0.00015916,0.00248889,0.00338983,302.76664308
47017.82317731,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.40954401,0.06000000,17723.00000000,7.43703292,201.44000000,738.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,970.00000000,16148.00000000,186.00000000,412.19955020,1.00000000,1.00000000,0.00002127,85839.90783137,0.00135501,0.00103093,26244.00000000,0.00006193,0.00537634,0.00242601,291.00000000
59489.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,20874.00000000,10.00000000,201.44000000,906.93120114,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,960.20470806,17755.62044240,189.87430823,234.98480272,1.00000000,1.00000000,0.00001681,145479.15649737,0.00110262,0.00104144,48.04154923,0.00005632,0.00526664,0.00425559,288.06141242
68680.00933383,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.08386515,0.06000000,27744.00000000,8.69050451,201.44000000,831.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,740.15889439,10132.12300925,62.25890787,213.64311084,1.00000000,1.00000000,0.00001456,72472.46337578,0.00120337,0.00135106,4761.00000000,0.00009870,0.01606196,0.00468070,222.04766832
58731.81154754,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.35591230,0.06000000,22867.00000000,6.33410021,201.44000000,788.24239352,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1078.51084164,11901.86619613,313.15037539,114.00000000,1.00000000,1.00000000,0.00001703,74991.72404432,0.00126865,0.00092720,12489.76260522,0.00008402,0.00319335,0.00877193,323.55325249
48155.62354601,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,29071.00000000,7.31645370,201.44000000,723.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,976.00000000,12520.38364726,386.00000000,72.00000000,1.00000000,1.00000000,0.00002077,180914.09771649,0.00138313,0.00102459,31329.00000000,0.00007987,0.00259067,0.01388889,292.80000000
68049.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.32586319,0.06000000,23504.00000000,7.68815249,201.44000000,822.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,793.40489012,10943.00000000,198.66250737,402.00000000,1.00000000,1.00000000,0.00001470,144493.44211631,0.00121655,0.00126039,6084.00000000,0.00009138,0.00503366,0.00248756,238.02146704
65315.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.14831485,0.06000000,31314.00000000,10.00000000,201.44000000,803.90455766,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,974.00000000,9060.12518636,417.48998531,292.00000000,1.00000000,1.00000000,0.00001531,10788.35946135,0.00124393,0.00102669,9234.33403869,0.00011037,0.00239527,0.00342466,292.20000000
47940.01024685,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.83009175,0.06000000,26054.00000000,9.00000000,201.44000000,1003.50862293,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1061.00000000,11189.96794888,237.00000000,170.49311525,1.00000000,1.00000000,0.00002086,124965.21675786,0.00099650,0.00094251,10714.03502067,0.00008937,0.00421941,0.00586534,318.30000000
49128.37754758,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.74159072,0.06000000,26550.00000000,7.44615724,201.44000000,970.44526899,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,778.66596021,7626.00251611,108.48002858,140.00000000,1.00000000,1.00000000,0.00002035,45195.41596795,0.00103045,0.00128425,4962.53592304,0.00013113,0.00921829,0.00714286,233.59978806
48884.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.60262100,0.06000000,33444.00000000,8.56657159,201.44000000,876.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1002.01944803,6185.54540041,266.38522248,191.48022253,1.00000000,1.00000000,0.00002046,106239.45582332,0.00114155,0.00099798,576.00000000,0.00016167,0.00375396,0.00522247,300.60583441
64427.48039399,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,30215.00000000,6.00000000,201.44000000,934.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,901.00000000,14933.11868718,57.00000000,241.38657623,1.00000000,1.00000000,0.00001552,107075.84849511,0.00107066,0.00110988,1156.00000000,0.00006697,0.01754386,0.00414273,270.30000000
68407.13517330,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,20996.00000000,6.00000000,201.44000000,1051.69552667,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,722.75585943,7204.38455872,346.89671522,482.34056756,1.00000000,1.00000000,0.00001462,107075.84849511,0.00095085,0.00138359,23011.53281067,0.00013880,0.00288270,0.00207322,216.82675783
51492.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,23818.00000000,9.13073664,201.44000000,797.08244461,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,775.52050800,8462.74618905,73.00000000,423.42176898,1.00000000,1.00000000,0.00001942,137754.01448908,0.00125458,0.00128946,10592.02320701,0.00011816,0.01369863,0.00236171,232.65615240
56248.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.26565759,0.06000000,16504.00000000,9.00000000,201.44000000,1049.40320881,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,939.41189880,17923.46947000,241.00876262,324.08243208,1.00000000,1.00000000,0.00001778,154707.21191284,0.00095292,0.00106450,22321.31880406,0.00005579,0.00414923,0.00308563,281.82356964
52520.42377214,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.28904181,0.06000000,30534.00000000,9.54534961,201.44000000,887.11732222,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,893.42803764,9022.00000000,94.00000000,304.00000000,1.00000000,1.00000000,0.00001904,161919.66917959,0.00112725,0.00111928,165.96338687,0.00011084,0.01063830,0.00328947,268.02841129
55434.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.74611980,0.06000000,25639.00000000,6.73315835,201.44000000,995.06772624,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,956.00000000,17793.01287493,473.85022684,216.87592876,1.00000000,1.00000000,0.00001804,100178.86643241,0.00100496,0.00104603,9037.87257286,0.00005620,0.00211037,0.00461093,286.80000000
64390.16938984,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.25364645,0.06000000,31248.00000000,7.00000000,201.44000000,982.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1029.00000000,16487.38019371,225.00000000,182.74399651,1.00000000,1.00000000,0.00001553,14895.61359831,0.00101833,0.00097182,6724.00000000,0.00006065,0.00444444,0.00547214,308.70000000
61176.18351290,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.82490962,0.06000000,16675.00000000,7.34589859,201.44000000,989.31995704,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1018.38686750,14772.03682286,74.00000000,123.48740417,1.00000000,1.00000000,0.00001635,110316.14973890,0.00101080,0.00098195,7978.05472502,0.00006770,0.01351351,0.00809799,305.51606025
57245.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.87493789,0.06000000,20755.00000000,9.02426517,201.44000000,813.34026107,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1004.80136913,17230.77710493,454.00000000,447.03585309,1.00000000,1.00000000,0.00001747,59840.48587545,0.00122950,0.00099522,7509.91035155,0.00005804,0.00220264,0.00223696,301.44041074
57797.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.60169953,0.06000000,26975.00000000,8.27156436,201.44000000,895.53178636,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,870.00000000,6901.11406949,440.91842036,81.00000000,1.00000000,1.00000000,0.00001730,39057.37436832,0.00111665,0.00114943,19.96493312,0.00014490,0.00226799,0.01234568,261.00000000
63353.03463358,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,27308.00000000,7.36927482,201.44000000,1076.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,806.43774604,16965.33485762,179.91808567,412.53706484,1.00000000,1.00000000,0.00001578,121131.09017475,0.00092937,0.00124002,30976.00000000,0.00005894,0.00555808,0.00242402,241.93132381
59318.91689455,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.86931921,0.06000000,25963.00000000,5.00000000,201.44000000,1004.29219400,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,895.00000000,14795.32284886,53.00000000,59.00000000,1.00000000,1.00000000,0.00001686,41718.82407190,0.00099573,0.00111732,10876.86172961,0.00006759,0.01886792,0.01694915,268.50000000
50156.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.39016452,0.06000000,35254.00000000,5.00000000,201.44000000,1044.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,778.00000000,7859.43866729,265.87973119,341.00000000,1.00000000,1.00000000,0.00001994,66714.30742164,0.00095785,0.00128535,20736.00000000,0.00012724,0.00376110,0.00293255,233.40000000
55957.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.69199719,0.06000000,32216.00000000,8.54705394,201.44000000,1003.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,745.00000000,13543.36454221,428.21413581,466.00000000,1.00000000,1.00000000,0.00001787,178211.30375640,0.00099701,0.00134228,10609.00000000,0.00007384,0.00233528,0.00214592,223.50000000
59941.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.25700536,0.06000000,22215.00000000,10.00000000,201.44000000,799.52825246,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,877.49280509,14713.09033463,233.00000000,234.87719387,1.00000000,1.00000000,0.00001668,18694.46124321,0.00125074,0.00113961,10094.57205290,0.00006797,0.00429185,0.00425754,263.24784153
51756.70531004,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.59503117,0.06000000,29787.00000000,5.65780742,201.44000000,777.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,946.00000000,7607.00000000,409.04287860,161.66295321,1.00000000,1.00000000,0.00001932,30753.84272173,0.00128700,0.00105708,15129.00000000,0.00013146,0.00244473,0.00618571,283.80000000
60172.90340121,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,28081.00000000,8.00000000,201.44000000,1020.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1007.34058652,10470.00000000,141.93563525,331.12956101,1.00000000,1.00000000,0.00001662,190873.67071618,0.00098039,0.00099271,14400.00000000,0.00009551,0.00704545,0.00301997,302.20217596
63318.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.94649115,0.06000000,19557.00000000,7.00000000,201.44000000,800.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,739.92097322,11329.63165307,289.00000000,202.00000000,1.00000000,1.00000000,0.00001579,114309.42373213,0.00125000,0.00135150,10000.00000000,0.00008826,0.00346021,0.00495050,221.97629197
61881.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.41153922,0.06000000,21561.00000000,7.83310015,201.44000000,725.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1038.00000000,14687.43184274,282.11835329,381.62627928,1.00000000,1.00000000,0.00001616,88679.64261413,0.00137931,0.00096339,30625.00000000,0.00006809,0.00354461,0.00262036,311.40000000
67551.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.64752514,0.06000000,22315.00000000,8.09024368,201.44000000,750.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1003.45622763,12460.12940761,175.00000000,378.39430339,1.00000000,1.00000000,0.00001480,105530.93630833,0.00133333,0.00099656,22500.00000000,0.00008026,0.00571429,0.00264275,301.03686829
53550.44313160,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,22379.00000000,8.67916679,201.44000000,857.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,960.86317691,19284.36118841,427.76455466,109.94750636,1.00000000,1.00000000,0.00001867,200437.44306617,0.00116686,0.00104073,1849.00000000,0.00005186,0.00233773,0.00909525,288.25895307
62462.61175628,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.43021711,0.06000000,16408.00000000,8.00384266,201.44000000,1078.33638335,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,792.48441989,9958.41946624,338.89365511,499.88751299,1.00000000,1.00000000,0.00001601,27380.26109111,0.00092735,0.00126185,31803.86562683,0.00010042,0.00295078,0.00200045,237.74532597
69373.16877534,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,26927.00000000,8.00000000,201.44000000,783.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1040.95807060,13553.00000000,203.65472415,431.60731179,1.00000000,1.00000000,0.00001441,190873.67071618,0.00127714,0.00096065,13689.00000000,0.00007378,0.00491027,0.00231692,312.28742118
50595.33758704,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.00000000,0.06000000,22416.00000000,9.00000000,201.44000000,750.28696518,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,816.00000000,18995.00000000,379.91578681,249.95270635,1.00000000,1.00000000,0.00001976,68283.58029798,0.00133282,0.00122549,22413.99279601,0.00005265,0.00263216,0.00400076,244.80000000
51851.08444713,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.66408299,0.06000000,33831.00000000,9.03405834,201.44000000,1024.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,792.63658185,16808.31820604,181.30841275,317.71514441,1.00000000,1.00000000,0.00001929,113887.35188210,0.00097656,0.00126161,15376.00000000,0.00005949,0.00551546,0.00314747,237.79097455
68787.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,24026.00000000,6.91325907,201.44000000,803.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,908.74879014,19443.18271404,186.43729902,220.22413470,1.00000000,1.00000000,0.00001454,116576.35535415,0.00124533,0.00110041,9409.00000000,0.00005143,0.00536373,0.00454083,272.62463704
53387.11382975,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,30984.00000000,5.00000000,201.44000000,1064.87223826,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,766.13216855,5780.89991285,134.97059302,288.00000000,1.00000000,1.00000000,0.00001873,95980.44892542,0.00093908,0.00130526,27182.85494732,0.00017298,0.00740902,0.00347222,229.83965056
56047.64983607,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.56022963,0.06000000,29280.00000000,10.00000000,201.44000000,772.83844736,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,835.00000000,11569.70478735,203.61366672,266.23389563,1.00000000,1.00000000,0.00001784,113490.44539324,0.00129393,0.00119760,16170.06046879,0.00008643,0.00491126,0.00375610,250.50000000
60706.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,33230.00000000,5.43418928,201.44000000,993.68829822,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,739.00000000,16416.46795465,140.00000000,363.00000000,1.00000000,1.00000000,0.00001647,100897.78469400,0.00100635,0.00135318,8777.49722261,0.00006091,0.00714286,0.00275482,221.70000000
62799.22959411,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.97699444,0.06000000,26316.00000000,8.23925685,201.44000000,834.85127803,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,905.45790469,16643.94202318,317.36827177,65.68839346,1.00000000,1.00000000,0.00001592,128029.20612520,0.00119782,0.00110441,4244.35597389,0.00006008,0.00315091,0.01522339,271.63737141
67413.00000000,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,0.69245653,0.06000000,26975.00000000,5.00000000,201.44000000,902.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,1012.00551020,15842.37046841,65.69047446,361.81523675,1.00000000,1.00000000,0.00001483,33231.14429393,0.00110865,0.00098814,4.00000000,0.00006312,0.01522291,0.00276384,303.60165306
56255.74132446,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.90406969,0.06000000,25445.00000000,7.36006125,201.44000000,1071.60070855,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,838.00000000,15448.64825361,132.00000000,413.52713493,1.00000000,1.00000000,0.00001778,175754.58738300,0.00093318,0.00119332,29446.80317373,0.00006473,0.00757576,0.00241822,251.40000000
59425.33415476,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,2.00000000,0.06000000,33464.00000000,6.00000000,201.44000000,834.87587635,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,963.00000000,11945.00000000,106.80972205,458.00000000,1.00000000,1.00000000,0.00001683,107075.84849511,0.00119778,0.00103842,4241.15148163,0.00008372,0.00936244,0.00218341,288.90000000
50148.10330452,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,1.56613925,0.06000000,32881.00000000,8.00000000,201.44000000,842.82323684,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,805.95884269,10815.19180914,114.37940700,157.08300630,1.00000000,1.00000000,0.00001994,99644.91609399,0.00118649,0.00124076,3269.18224503,0.00009246,0.00874283,0.00636606,241.78765281
61046.91532398,10000.00000000,6.00000000,6.00000000,4.50000000,26305.14000000,3.00000000,0.06000000,19800.00000000,8.01630652,201.44000000,951.00000000,180.00000000,6.00000000,6.00000000,4.50000000,720.00000000,902.98607060,18557.73329191,158.54020013,295.90748066,1.00000000,1.00000000,0.00001638,191107.01208945,0.00105152,0.00110744,2601.00000000,0.00005389,0.00630755,0.00337943,270.89582118
