r,amp_w,tw,tp_w,phase_w,vert_w,acre,cw, qw, qe,ce, qd,amp_s,ts,tp_s,phase_s,vert_s, qs, tal,exp, mal,i,crop,r_var,water_energy_util_var,dem_var,diff_sup_dem_var,tal_var,exp_var,mal_var, qs_stddev
63934.45252,10000,6,6,4.5,26305.14,2,0.06,35690,9.179962887,201.44,1030.441975,180,6,6,4.5,720,796,14931.23625,291,191.8763314,1,1,1.5641E-05,138199.1365,0.000970457,-130.4419751,6.69737E-05,0.003436426,0.00521169,270.64
47281.51879,10000,6,6,4.5,26305.14,3,0.06,18482,8.094459187,201.44,864.1084279,180,6,6,4.5,720,831,8082.640024,381.2314488,395.4480728,1,1,2.11499E-05,192222.7278,0.001157262,35.89157207,0.000123722,0.002623078,0.002528777,299.16
49604,10000,6,6,4.5,26305.14,1.92678497,0.06,21201,10,201.44,764.9298754,180,6,6,4.5,720,746,12464,201,387,1,1,2.01597E-05,140153.5261,0.001307309,135.0701246,8.02311E-05,0.004975124,0.002583979,208.88
55173.32419,10000,6,6,4.5,26305.14,0.534413718,0.06,30441,6.540856345,201.44,1053.983219,180,6,6,4.5,720,887.788514,19034,341,231.4959379,1,1,1.81247E-05,30132.08214,0.000948782,-153.9832187,5.25376E-05,0.002932551,0.00431973,355.1154056
62518,10000,6,6,4.5,26305.14,3,0.06,23482,7.324084461,201.44,945.2237795,180,6,6,4.5,720,764.3362545,7633.183475,89.05329606,398.7594106,1,1,1.59954E-05,181027.2857,0.001057951,-45.22377952,0.000131007,0.011229231,0.002507778,305.7345018
53858.88289,10000,6,6,4.5,26305.14,1.663901484,0.06,24935,6.476084364,201.44,726,180,6,6,4.5,720,796,17027,362.9340384,242.9883228,1,1,1.8567E-05,93257.95466,0.00137741,174,5.87303E-05,0.002755322,0.004115424,310.44
48615.55542,10000,6,6,4.5,26305.14,1.099886779,0.06,24305,9.333640723,201.44,1011.159996,180,6,6,4.5,720,751.5719171,16803,228.2839975,199.0624347,1,1,2.05695E-05,76762.55264,0.000988963,-111.1599962,5.95132E-05,0.004380509,0.00502355,278.0816093
62627,10000,6,6,4.5,26305.14,3,0.06,31112,8.606139505,201.44,895,180,6,6,4.5,720,978.9432002,6575.869369,139.4915274,83.23739862,1,1,1.59676E-05,199423.8344,0.001117318,5,0.000152071,0.007168894,0.012013831,362.2089841
66821.45528,10000,6,6,4.5,26305.14,2,0.06,28247,8.779985312,201.44,880,180,6,6,4.5,720,793,14497,265.540146,431.9726682,1,1,1.49653E-05,134554.1348,0.001136364,20,6.89798E-05,0.003765909,0.002314961,293.41
61120.00269,10000,6,6,4.5,26305.14,1.111746876,0.06,35863,9.024553579,201.44,989.013629,180,6,6,4.5,720,816.7532081,12922.88529,421,340.2618919,1,1,1.63613E-05,76038.25349,0.001011108,-89.01362897,7.73821E-05,0.002375297,0.002938913,269.5285587
56770.81133,10000,6,6,4.5,26305.14,3,0.06,35123,7.108410382,201.44,800,180,6,6,4.5,720,903.3537928,12690.38294,136.120476,235.4833394,1,1,1.76147E-05,177809.7326,0.00125,100,7.87998E-05,0.007346433,0.004246585,207.7713724
61688.7606,10000,6,6,4.5,26305.14,1.327766854,0.06,17383,7.502852584,201.44,1070.410813,180,6,6,4.5,720,825.0573569,8322.264464,381,96.2401711,1,1,1.62104E-05,81288.37646,0.000934221,-170.4108133,0.00012016,0.002624672,0.010390671,206.2643392
47145.02236,10000,6,6,4.5,26305.14,1.24668199,0.06,35128,10,201.44,925,180,6,6,4.5,720,983.0104548,7311,471,319.722299,1,1,2.12111E-05,90683.12218,0.001081081,-25,0.00013678,0.002123142,0.003127714,294.9031365
58421.25876,10000,6,6,4.5,26305.14,0.429638732,0.06,20095,9,201.44,1015,180,6,6,4.5,720,825.5546547,14433,256.2865504,175.1814383,1,1,1.71171E-05,29337.27088,0.000985222,-115,6.92857E-05,0.003901882,0.005708367,239.4108499
61203.95383,10000,6,6,4.5,26305.14,1.77528511,0.06,32699,6.820574413,201.44,857.6677969,180,6,6,4.5,720,923.3600543,14887,419.3608469,458.6708827,1,1,1.63388E-05,102643.5018,0.001165953,42.33220312,6.71727E-05,0.002384581,0.002180213,369.3440217
51178.77642,10000,6,6,4.5,26305.14,1,0.06,25465,9.793408669,201.44,799.583835,180,6,6,4.5,720,771.5455343,18127,166.8339646,248.3332332,1,1,1.95393E-05,71834.17447,0.001250651,100.416165,5.51663E-05,0.005993983,0.004026847,192.8863836
59512.00037,10000,6,6,4.5,26305.14,2,0.06,35171,6.946428558,201.44,957.1768289,180,6,6,4.5,720,916.6869386,18924.6234,150.0590389,211.333686,1,1,1.68033E-05,116911.6308,0.001044739,-57.17682892,5.28412E-05,0.006664044,0.004731853,201.6711265
66853,10000,6,6,4.5,26305.14,1.997689517,0.06,31717,9.386755322,201.44,1043.02954,180,6,6,4.5,720,1036.040053,5529,177.5566195,234.4083972,1,1,1.49582E-05,139896.8925,0.000958746,-143.0295403,0.000180865,0.005632006,0.004266059,207.2080107
64386.89959,10000,6,6,4.5,26305.14,1.973593258,0.06,27281,8.944955668,201.44,1003,180,6,6,4.5,720,1020.754182,12239,211,99.71319864,1,1,1.55311E-05,134268.8741,0.000997009,-103,8.1706E-05,0.004739336,0.010028763,377.6790474
58985.26188,10000,6,6,4.5,26305.14,2.573808458,0.06,22428,6.322430335,201.44,794,180,6,6,4.5,720,960,14418.8517,207.7182387,276.7649905,1,1,1.69534E-05,142192.7436,0.001259446,106,6.93537E-05,0.004814214,0.003613174,336
58637,10000,6,6,4.5,26305.14,2.354216406,0.06,30223,10,201.44,747.6609422,180,6,6,4.5,720,1006.776528,9413,400.2846132,59.24149877,1,1,1.70541E-05,171244.7085,0.001337505,152.3390578,0.000106236,0.002498222,0.016880059,382.5750805
61553.95739,10000,6,6,4.5,26305.14,1.16215657,0.06,32001,8,201.44,958.3330465,180,6,6,4.5,720,900.5459788,6576,257.6839305,252.0245253,1,1,1.62459E-05,73941.6968,0.001043479,-58.33304654,0.000152068,0.003880723,0.003967868,351.2129317
49938.25019,10000,6,6,4.5,26305.14,2.888499887,0.06,18688,7,201.44,798,180,6,6,4.5,720,882.3872442,17827.69295,82,437.7594424,1,1,2.00247E-05,169629.7248,0.001253133,102,5.60925E-05,0.012195122,0.00228436,344.1310252
47215.21674,10000,6,6,4.5,26305.14,2.757126632,0.06,33575,8,201.44,880.0402872,180,6,6,4.5,720,738,9769.399227,356.761538,348.7936188,1,1,2.11796E-05,175420.9603,0.001136312,19.95971283,0.00010236,0.002802993,0.002867025,162.36
54023.79663,10000,6,6,4.5,26305.14,1.350832776,0.06,35932,6,201.44,841.7210968,180,6,6,4.5,720,994.4291669,12735,438.1384717,301.0103151,1,1,1.85104E-05,72320.78283,0.001188042,58.27890324,7.85238E-05,0.002282383,0.003322145,248.6072917
50830.7246,10000,6,6,4.5,26305.14,2,0.06,35724,8.141110546,201.44,922.9047345,180,6,6,4.5,720,892.4252096,15690,338,51.32329899,1,1,1.96731E-05,128591.116,0.001083535,-22.9047345,6.37349E-05,0.00295858,0.019484328,205.2577982
60923.64272,10000,6,6,4.5,26305.14,0.328991451,0.06,23802,6.032806389,201.44,982.3941142,180,6,6,4.5,720,814.1188623,17976.81625,91.71457354,254.3075696,1,1,1.6414E-05,17671.23993,0.001017921,-82.39411416,5.56272E-05,0.010903393,0.003932246,236.0944701
58373.57307,10000,6,6,4.5,26305.14,2.077922429,0.06,30114,6.780513477,201.44,788.1497747,180,6,6,4.5,720,1024.499372,8569,165.1771006,489.9577977,1,1,1.7131E-05,119717.5057,0.001268794,111.8502253,0.0001167,0.006054108,0.002040992,256.1248431
49017.19148,10000,6,6,4.5,26305.14,1.720187182,0.06,21084,7.30539186,201.44,996.3375452,180,6,6,4.5,720,966,15302.80045,341.5009271,241.7723705,1,1,2.0401E-05,103641.2389,0.001003676,-96.33754517,6.53475E-05,0.00292825,0.004136122,289.8
64437,10000,6,6,4.5,26305.14,2,0.06,26738,5.779818425,201.44,966.9220074,180,6,6,4.5,720,892.0725994,8816.092592,340,185.9940189,1,1,1.5519E-05,104700.6292,0.00103421,-66.92200745,0.000113429,0.002941176,0.005376517,214.0974238
64542,10000,6,6,4.5,26305.14,2,0.06,26196,8.928023698,201.44,990.8143892,180,6,6,4.5,720,955.7770524,15186.87639,340.3755696,338.7310723,1,1,1.54938E-05,135910.8019,0.001009271,-90.81438916,6.58463E-05,0.002937931,0.002952194,324.9641978
63792,10000,6,6,4.5,26305.14,2.000609889,0.06,20416,5,201.44,794,180,6,6,4.5,720,788.9249861,8350.989269,391,381.5869924,1,1,1.56759E-05,96009.71764,0.001259446,106,0.000119746,0.002557545,0.002620634,291.9022448
53809,10000,6,6,4.5,26305.14,0.359780103,0.06,25129,8.283883868,201.44,917,180,6,6,4.5,720,809.8823856,6529,497.1997918,450.4193551,1,1,1.85843E-05,23374.82247,0.001090513,-17,0.000153163,0.002011264,0.002220153,170.075301
48795,10000,6,6,4.5,26305.14,1,0.06,18878,5.7021096,201.44,1030.171637,180,6,6,4.5,720,740.3388972,5981.433035,255.2478408,364,1,1,2.04939E-05,51926.86637,0.000970712,-130.1716365,0.000167184,0.003917761,0.002747253,281.3287809
62296,10000,6,6,4.5,26305.14,1,0.06,28117,5,201.44,1027.801183,180,6,6,4.5,720,858.5876801,6157.481599,294.5256132,238.6342386,1,1,1.60524E-05,47990.22446,0.000972951,-127.8011832,0.000162404,0.00339529,0.004190514,180.3034128
64805.19535,10000,6,6,4.5,26305.14,1.208408251,0.06,25087,7,201.44,985.7011503,180,6,6,4.5,720,1059,14657.8409,207,352.2370796,1,1,1.54309E-05,70964.84926,0.001014506,-85.70115032,6.82229E-05,0.004830918,0.002838997,307.11
58303,10000,6,6,4.5,26305.14,0.916948202,0.06,35788,10,201.44,1068,180,6,6,4.5,720,982.7181676,11515,325.5042353,409,1,1,1.71518E-05,66698.42548,0.00093633,-168,8.68432E-05,0.003072157,0.002444988,226.0251786
58547.69406,10000,6,6,4.5,26305.14,2.537052349,0.06,21623,9.670328055,201.44,931.8498948,180,6,6,4.5,720,1018,13676,331,319.801396,1,1,1.70801E-05,180869.3307,0.001073134,-31.84989481,7.31208E-05,0.003021148,0.003126941,295.22
55235.12296,10000,6,6,4.5,26305.14,1.023150487,0.06,17733,8,201.44,1059,180,6,6,4.5,720,886,14261.83603,307,426.4988636,1,1,1.81044E-05,65097.49639,0.000944287,-159,7.01172E-05,0.003257329,0.002344672,248.08
58243,10000,6,6,4.5,26305.14,3,0.06,32219,8.92715332,201.44,1012.799144,180,6,6,4.5,720,1025.26252,7287.161,124.3848866,343.7544963,1,1,1.71694E-05,203854.2779,0.000987363,-112.7991445,0.000137228,0.008039562,0.002909053,328.0840063
65702,10000,6,6,4.5,26305.14,1,0.06,35586,9.075140592,201.44,985.7925933,180,6,6,4.5,720,942.6541886,10786,390.7083201,402.4959819,1,1,1.52202E-05,68625.06926,0.001014412,-85.79259328,9.27128E-05,0.002559454,0.002484497,367.6351335
55396,10000,6,6,4.5,26305.14,2.882250264,0.06,21443,9,201.44,872.0888489,180,6,6,4.5,720,849.5364828,7723.753856,279,422.5871105,1,1,1.80518E-05,196810.3673,0.001146672,27.91115106,0.000129471,0.003584229,0.002366376,203.8887559
56836.47144,10000,6,6,4.5,26305.14,1.755246546,0.06,28422,6,201.44,969.8509881,180,6,6,4.5,720,1020.139324,9325,382.1551374,304.0237358,1,1,1.75943E-05,93972.25664,0.001031086,-69.85098809,0.000107239,0.002616738,0.003289217,234.6320446
67089.30849,10000,6,6,4.5,26305.14,1.790900938,0.06,20101,9.509099178,201.44,790.0189896,180,6,6,4.5,720,731.1491223,8396.973506,142.7497207,232.1523659,1,1,1.49055E-05,126393.8575,0.001265792,109.9810104,0.000119091,0.007005268,0.004307516,219.3447367
63444,10000,6,6,4.5,26305.14,1.721788207,0.06,19395,7.268360785,201.44,770,180,6,6,4.5,720,931.7848669,17697.31596,96.41530688,381.8387225,1,1,1.57619E-05,103421.8717,0.001298701,130,5.65057E-05,0.010371797,0.002618907,354.0782494
53070,10000,6,6,4.5,26305.14,2.169904254,0.06,19649,10,201.44,834,180,6,6,4.5,720,973,13867.08641,319,143.2745725,1,1,1.8843E-05,157837.9203,0.001199041,66,7.21132E-05,0.003134796,0.006979606,233.52
52032.69211,10000,6,6,4.5,26305.14,0.122204932,0.06,30706,10,201.44,915,180,6,6,4.5,720,875.144857,9322.740166,104,290.3669436,1,1,1.92187E-05,8889.135213,0.001092896,-15,0.000107265,0.009615385,0.003443918,227.5376628
53041,10000,6,6,4.5,26305.14,0.375357381,0.06,19564,7.846600983,201.44,1054.008129,180,6,6,4.5,720,793.7802553,14032.09295,110,470.6444767,1,1,1.88533E-05,23606.12377,0.000948759,-154.0081292,7.12652E-05,0.009090909,0.002124746,206.3828664
53754,10000,6,6,4.5,26305.14,1.138638522,0.06,35883,8,201.44,937,180,6,6,4.5,720,851.4392305,7972.027331,223.3205478,221,1,1,1.86033E-05,72445.37142,0.001067236,-37,0.000125439,0.004477868,0.004524887,315.0325153
69451,10000,6,6,4.5,26305.14,0.779581805,0.06,31012,7,201.44,763.8997316,180,6,6,4.5,720,935.157183,8349,227,53.48069175,1,1,1.43986E-05,45781.63481,0.001309072,136.1002684,0.000119775,0.004405286,0.018698337,215.0861521
67851.79495,10000,6,6,4.5,26305.14,1.004492892,0.06,21636,6.885962986,201.44,1060.732785,180,6,6,4.5,720,736.2554462,14296.2009,102,294,1,1,1.4738E-05,58411.24417,0.000942745,-160.7327849,6.99487E-05,0.009803922,0.003401361,257.6894062
61991,10000,6,6,4.5,26305.14,1.519955303,0.06,24959,9.236179322,201.44,1043.083553,180,6,6,4.5,720,922.4498185,12920,469.2055403,170,1,1,1.61314E-05,105413.6884,0.000958696,-143.0835532,7.73994E-05,0.002131262,0.005882353,313.6329383
64857.84139,10000,6,6,4.5,26305.14,3,0.06,16510,5.645085291,201.44,901.8206596,180,6,6,4.5,720,772.9342325,13949,363,129,1,1,1.54183E-05,154843.9845,0.001108868,-1.820659645,7.16897E-05,0.002754821,0.007751938,247.3389544
53669,10000,6,6,4.5,26305.14,1.405484257,0.06,29537,5.448351765,201.44,1056.114101,180,6,6,4.5,720,1053.130269,8686.074272,127.5583373,374.7126833,1,1,1.86327E-05,71015.94127,0.000946867,-156.1141007,0.000115127,0.00783955,0.002668711,273.8138699
64771.27478,10000,6,6,4.5,26305.14,1.092975305,0.06,19679,6,201.44,983.9370699,180,6,6,4.5,720,901,10055,88.72037407,442.5747179,1,1,1.54389E-05,58515.62908,0.001016325,-83.93706994,9.9453E-05,0.011271368,0.002259505,189.21
65361,10000,6,6,4.5,26305.14,1.781661944,0.06,30859,7,201.44,752,180,6,6,4.5,720,876.8480988,8032.672979,172,282,1,1,1.52996E-05,104629.6822,0.001329787,148,0.000124492,0.005813953,0.003546099,280.5913916
55488.33157,10000,6,6,4.5,26305.14,0.328408976,0.06,22757,8,201.44,1007,180,6,6,4.5,720,760,7506.657803,326.8530195,399.8992455,1,1,1.80218E-05,20894.87559,0.000993049,-107,0.000133215,0.003059479,0.00250063,288.8
62272,10000,6,6,4.5,26305.14,1.326976785,0.06,32993,8.07712786,201.44,988.4117159,180,6,6,4.5,720,778.7128249,12117.38726,212,242,1,1,1.60586E-05,84915.75558,0.001011724,-88.41171594,8.2526E-05,0.004716981,0.004132231,295.9108735
62770,10000,6,6,4.5,26305.14,2.508446504,0.06,30258,5.437737081,201.44,890.8610279,180,6,6,4.5,720,776,15159.93017,67,475.2887602,1,1,1.59312E-05,126597.9128,0.00112251,9.138972083,6.59634E-05,0.014925373,0.002103984,294.88
65754.06461,10000,6,6,4.5,26305.14,1.590019678,0.06,21891,9,201.44,751.342399,180,6,6,4.5,720,762.6896931,10752.47835,282.7076695,222.5862528,1,1,1.52082E-05,108572.2364,0.001330951,148.657601,9.30018E-05,0.003537223,0.00449264,259.3144956
65827.31229,10000,6,6,4.5,26305.14,1.961690322,0.06,35476,6,201.44,931.1458152,180,6,6,4.5,720,953.8097197,5829,449.7662464,455.2987897,1,1,1.51913E-05,105024.8279,0.001073946,-31.14581522,0.000171556,0.002223377,0.00219636,381.5238879
48135.4095,10000,6,6,4.5,26305.14,2.373498105,0.06,25901,8.805090113,201.44,808,180,6,6,4.5,720,721,8250,239.6681174,465.4791926,1,1,2.07747E-05,159955.7848,0.001237624,92,0.000121212,0.004172436,0.002148324,209.09
63566,10000,6,6,4.5,26305.14,1,0.06,28401,8.315307501,201.44,756,180,6,6,4.5,720,934.264617,10682.04587,382,438.133223,1,1,1.57317E-05,65117.50726,0.001322751,144,9.3615E-05,0.002617801,0.002282411,280.2793851
48306,10000,6,6,4.5,26305.14,0.610578335,0.06,20962,5,201.44,925.9630374,180,6,6,4.5,720,834.9192292,16033,243,203,1,1,2.07014E-05,29301.79137,0.001079957,-25.96303743,6.23714E-05,0.004115226,0.004926108,267.1741533
54036,10000,6,6,4.5,26305.14,2,0.06,32390,7,201.44,1029.028374,180,6,6,4.5,720,943.699629,11453.00099,69.62998847,306.0575328,1,1,1.85062E-05,117451.7787,0.000971791,-129.0283745,8.73134E-05,0.014361628,0.00326736,377.4798516
64860,10000,6,6,4.5,26305.14,1.727350619,0.06,30473,8,201.44,798,180,6,6,4.5,720,776,7898.786717,310,445.8708252,1,1,1.54178E-05,109901.9178,0.001253133,102,0.000126602,0.003225806,0.002242802,263.84
53666.41443,10000,6,6,4.5,26305.14,2.172487979,0.06,26140,8,201.44,1008.127633,180,6,6,4.5,720,757.1330889,7222.275094,388.8633972,50.38647345,1,1,1.86336E-05,138223.5851,0.000991938,-108.1276332,0.000138461,0.002571597,0.019846596,166.5692796
56284.18728,10000,6,6,4.5,26305.14,2.323100344,0.06,22237,8.051406877,201.44,924,180,6,6,4.5,720,951.6014498,5912.340869,429.9443645,159,1,1,1.7767E-05,148375.3691,0.001082251,-24,0.000169138,0.002325882,0.006289308,228.3843479
56956.0793,10000,6,6,4.5,26305.14,1.565162837,0.06,36016,5.526659224,201.44,780.8101645,180,6,6,4.5,720,736.0142598,10780.57734,485.6509362,358.3208909,1,1,1.75574E-05,79764.18241,0.001280721,119.1898355,9.27594E-05,0.002059092,0.002790795,242.8847057
61187.13496,10000,6,6,4.5,26305.14,0.180744328,0.06,33530,8,201.44,877.5820028,180,6,6,4.5,720,983,9720,417.3574767,429.6466015,1,1,1.63433E-05,11499.77781,0.001139495,22.41799719,0.000102881,0.002396028,0.002327494,324.39
67499,10000,6,6,4.5,26305.14,1.126210506,0.06,21914,6,201.44,786.939456,180,6,6,4.5,720,980.334136,15245,129,185.5251451,1,1,1.4815E-05,60294.97275,0.001270746,113.060544,6.55953E-05,0.007751938,0.005390105,382.330313
50461.35287,10000,6,6,4.5,26305.14,1.87033426,0.06,27965,6,201.44,862.2260368,180,6,6,4.5,720,902.4778204,16557.32488,461.084723,179.2405891,1,1,1.98171E-05,100133.8139,0.001159789,37.77396323,6.03962E-05,0.002168799,0.005579093,198.5451205
58356,10000,6,6,4.5,26305.14,1,0.06,26735,9.473473122,201.44,1060.928782,180,6,6,4.5,720,911.3648185,7596,97.15663271,303.7051278,1,1,1.71362E-05,70416.80483,0.00094257,-160.9287822,0.000131648,0.010292658,0.003292667,264.2957974
69241,10000,6,6,4.5,26305.14,1.135691868,0.06,31394,6.976861032,201.44,720,180,6,6,4.5,720,1077,10734.03713,362.6104043,278.6915095,1,1,1.44423E-05,66562.14953,0.001388889,180,9.31616E-05,0.002757781,0.003588197,258.48
65127.83298,10000,6,6,4.5,26305.14,0.614965335,0.06,20141,5.391637142,201.44,1011.418745,180,6,6,4.5,720,962.587829,14329,414,111.028936,1,1,1.53544E-05,30878.33027,0.00098871,-111.4187451,6.97885E-05,0.002415459,0.009006661,365.783375
49138,10000,6,6,4.5,26305.14,1.931870534,0.06,19244,9.478761085,201.44,885.5292956,180,6,6,4.5,720,991,8721.666811,179.2282821,99.86256295,1,1,2.03508E-05,136081.7054,0.001129268,14.47070436,0.000114657,0.005579477,0.010013763,208.11
63367,10000,6,6,4.5,26305.14,3,0.06,27216,6,201.44,951.9681372,180,6,6,4.5,720,840.9048394,18182.12091,280.8990933,205.8168352,1,1,1.57811E-05,160613.7727,0.001050455,-51.96813725,5.49991E-05,0.003559997,0.004858689,218.6352582
47268.49045,10000,6,6,4.5,26305.14,1.11874977,0.06,30957,8,201.44,740.6703101,180,6,6,4.5,720,893,9700.838891,156.0517961,238.4969961,1,1,2.11557E-05,71179.95838,0.001350128,159.3296899,0.000103084,0.006408129,0.004192925,267.9
57689,10000,6,6,4.5,26305.14,1,0.06,25616,7.814318335,201.44,756,180,6,6,4.5,720,1069.329509,13587,144,497.5439983,1,1,1.73343E-05,62734.35515,0.001322751,144,7.35998E-05,0.006944444,0.002009873,278.0256724
49450,10000,6,6,4.5,26305.14,1.515361703,0.06,35803,7.962412886,201.44,939,180,6,6,4.5,720,722,7689.276078,82,353.9720546,1,1,2.02224E-05,96142.16605,0.001064963,-39,0.000130051,0.012195122,0.002825082,267.14
69599.93656,10000,6,6,4.5,26305.14,1.855108509,0.06,22645,7.004082329,201.44,1063.508788,180,6,6,4.5,720,936.7709481,13374.91559,133.8399684,278,1,1,1.43678E-05,108981.0133,0.000940284,-163.5087879,7.47668E-05,0.00747161,0.003597122,327.8698318
57193,10000,6,6,4.5,26305.14,2,0.06,22615,9.556329418,201.44,979,180,6,6,4.5,720,865.1761239,5776,205.2774807,389,1,1,1.74847E-05,141571.3722,0.00102145,-79,0.00017313,0.004871455,0.002570694,173.0352248
57791.33111,10000,6,6,4.5,26305.14,0.307995646,0.06,19955,6.385608437,201.44,950,180,6,6,4.5,720,852,12301,195.6150746,137.0176159,1,1,1.73036E-05,17117.35768,0.001052632,-50,8.12942E-05,0.00511208,0.007298332,195.96
58461.29522,10000,6,6,4.5,26305.14,2.701889123,0.06,31640,6.770236308,201.44,942.6678932,180,6,6,4.5,720,771,14872.44563,321.0002358,156.7563461,1,1,1.71053E-05,155525.139,0.001060819,-42.66789319,6.72384E-05,0.003115263,0.006379327,231.3
50621,10000,6,6,4.5,26305.14,2,0.06,35617,8.944963936,201.44,817.2139146,180,6,6,4.5,720,931.7297292,12306.47264,95.05649536,79.67693308,1,1,1.97546E-05,136065.4714,0.00122367,82.78608542,8.12581E-05,0.01052006,0.012550684,260.8843242
68317.91495,10000,6,6,4.5,26305.14,3,0.06,22664,6,201.44,937,180,6,6,4.5,720,803.6912356,18622.06766,158,183.5811067,1,1,1.46374E-05,160613.7727,0.001067236,-37,5.36997E-05,0.006329114,0.005447184,160.7382471
59873.92819,10000,6,6,4.5,26305.14,1.615084031,0.06,20476,8,201.44,837,180,6,6,4.5,720,971.611999,9905,350,69.035459,1,1,1.67018E-05,102759.0058,0.001194743,63,0.000100959,0.002857143,0.01448531,301.1997197
69468.65873,10000,6,6,4.5,26305.14,2,0.06,24410,6.273818031,201.44,916.3382128,180,6,6,4.5,720,794,13541.82574,364,182.9938348,1,1,1.4395E-05,109981.5726,0.0010913,-16.33821277,7.38453E-05,0.002747253,0.005464665,206.44
50228,10000,6,6,4.5,26305.14,1.444132568,0.06,32748,7.418364647,201.44,978.0775695,180,6,6,4.5,720,869.3966211,10270.92759,184.2219469,113.4096263,1,1,1.99092E-05,87813.7952,0.001022414,-78.0775695,9.73622E-05,0.005428235,0.008817594,330.370716
63567.22759,10000,6,6,4.5,26305.14,2.791994042,0.06,33758,10,201.44,963.5266446,180,6,6,4.5,720,1040.786125,9395.591088,190.1864351,94.13259531,1,1,1.57314E-05,203088.4691,0.001037854,-63.52664459,0.000106433,0.005257999,0.010623313,301.8279763
59285.66222,10000,6,6,4.5,26305.14,0.370193784,0.06,35336,9.605633075,201.44,809,180,6,6,4.5,720,832.3465752,14587.53644,179.8402033,210.7923546,1,1,1.68675E-05,26285.45483,0.001236094,91,6.85517E-05,0.005560492,0.004744005,249.7039726
67969,10000,6,6,4.5,26305.14,2.065613786,0.06,18453,10,201.44,830,180,6,6,4.5,720,1068,15205.73738,299.3649045,223.8701183,1,1,1.47126E-05,150251.8756,0.001204819,70,6.57647E-05,0.003340405,0.004466876,363.12
62924,10000,6,6,4.5,26305.14,0.17728578,0.06,20910,9.347648722,201.44,1061,180,6,6,4.5,720,760.7932841,18947.47594,164.9496123,467.2482033,1,1,1.58922E-05,12384.14736,0.000942507,-161,5.27775E-05,0.006062457,0.00214019,220.6300524
60129.07143,10000,6,6,4.5,26305.14,2.302043905,0.06,33343,8.102073169,201.44,776.4289214,180,6,6,4.5,720,794.7996247,13375.87223,385.5616766,157.2142663,1,1,1.66309E-05,147584.9517,0.001287948,123.5710786,7.47615E-05,0.002593619,0.006360746,230.4918912
62055,10000,6,6,4.5,26305.14,3,0.06,28434,9.322640094,201.44,822.0016183,180,6,6,4.5,720,1039.851085,16382,480,61.88771754,1,1,1.61147E-05,209225.8709,0.001216543,77.99838165,6.10426E-05,0.002083333,0.016158295,395.1434122
64426.2985,10000,6,6,4.5,26305.14,2.111771549,0.06,26631,9,201.44,892.2872813,180,6,6,4.5,720,944.8295282,11307.39291,70.53262546,248.1181998,1,1,1.55216E-05,144199.3221,0.001120715,7.712718724,8.84377E-05,0.014177836,0.004030337,198.4142009
55824.77121,10000,6,6,4.5,26305.14,1,0.06,31980,7,201.44,786.3547439,180,6,6,4.5,720,774,8149.950277,279.3227807,253.5247094,1,1,1.79132E-05,58725.88937,0.001271691,113.6452561,0.0001227,0.003580088,0.003944389,224.46
47309,10000,6,6,4.5,26305.14,1.425240125,0.06,16657,8,201.44,807.2013935,180,6,6,4.5,720,975,9550.785808,272,371.8684901,1,1,2.11376E-05,90680.27143,0.001238848,92.79860649,0.000104703,0.003676471,0.002689123,263.25
52773,10000,6,6,4.5,26305.14,1,0.06,20506,9,201.44,813.8471956,180,6,6,4.5,720,848.1295352,10227,130,313.5414407,1,1,1.89491E-05,68283.5803,0.001228732,86.15280442,9.77804E-05,0.007692308,0.003189371,195.0697931
50406,10000,6,6,4.5,26305.14,0.286590538,0.06,17887,9.339887028,201.44,898,180,6,6,4.5,720,1006.081296,12578.06504,475.2249907,101,1,1,1.98389E-05,20009.56284,0.001113586,2,7.95035E-05,0.002104266,0.00990099,332.0068277
54307.54135,10000,6,6,4.5,26305.14,3,0.06,19760,10,201.44,959,180,6,6,4.5,720,861.8608651,19229.64244,258.7193454,329.8177585,1,1,1.84136E-05,218218.7347,0.001042753,-59,5.2003E-05,0.003865192,0.003031977,301.6513028
68055.74948,10000,6,6,4.5,26305.14,3,0.06,23296,6.972054906,201.44,998.9696327,180,6,6,4.5,720,810.6963956,7932.486594,292.5252465,291,1,1,1.46938E-05,175755.3333,0.001001031,-98.96963274,0.000126064,0.003418508,0.003436426,210.7810629
66830.08365,10000,6,6,4.5,26305.14,1,0.06,34867,8.242168048,201.44,857,180,6,6,4.5,720,774.6745527,10230.22936,315.3610582,264,1,1,1.49633E-05,64773.24542,0.001166861,43,9.77495E-05,0.003170969,0.003787879,294.37633
56513.89829,10000,6,6,4.5,26305.14,2,0.06,23705,8.806278582,201.44,905.8652609,180,6,6,4.5,720,855.1541871,11957.8192,413.6211198,292,1,1,1.76948E-05,134795.7583,0.001103917,-5.865260946,8.36273E-05,0.002417672,0.003424658,188.1339212
54872,10000,6,6,4.5,26305.14,1.041384073,0.06,19575,7.0553781,201.44,989.7898565,180,6,6,4.5,720,750.5344902,11406.3288,468,113.2491425,1,1,1.82242E-05,61446.03803,0.001010315,-89.78985652,8.76706E-05,0.002136752,0.008830089,285.2031063
48548.80445,10000,6,6,4.5,26305.14,1,0.06,31465,6,201.44,838,180,6,6,4.5,720,948,9128.178727,381.1436966,203.1877061,1,1,2.05978E-05,53537.92425,0.001193317,62,0.000109551,0.002623682,0.004921558,303.36
